,SecId,Name,CategoryName
29,F0000133LT,Manulife Asia Total Return Bond USD,Bonds - Asia
30,F00000VSN1,Manulife Asian Small Cap Equity,Equity - Asia Pacific ex-Japan
31,F000010998,Manulife Asian Small Cap Equity MYRH,Equity - Asia Pacific ex-Japan
32,F00000H6DK,Manulife Bond Plus,Bonds - Malaysia
33,F00000QSZT,Manulife Cash Management,Money Market - Malaysia
34,F00000YJ7Q,Manulife Dragon Gr USD,Equity - Country Focus
35,F00000YJ7R,Manulife Dragon Gr MYR Hedged,Equity - Country Focus
36,F00001CUAU,Manulife Global Aqua A AUDH,Equity - Sector Focus
37,F00001CUAT,Manulife Global Aqua A RMH,Equity - Sector Focus
38,F00001CUAV,Manulife Global Aqua A SGDH,Equity - Sector Focus
39,F00001CUAW,Manulife Global Aqua A USDH,Equity - Sector Focus
40,F000013BDM,Manulife Global Em Mkts MA Inc MYR Hdg,Blended - Balanced
41,F000013BDO,Manulife Global Em Mkts MA Inc USD,Blended - Balanced
42,F00001BJT3,Manulife Global Energy Transition A MYRH,Equity - Sector Focus
43,F00001BJT4,Manulife Global Energy Transition A USDH,Equity - Sector Focus
44,F000016976,Manulife Global Healthcare A MYR Hdg,Equity - Sector Focus
45,F00001FI2V,Manulife Global Inc Optr A (RM-Hdg) Acc,Bonds - Global
46,F00001FI2W,Manulife Global Inc Optr A4 (RM-Hdg) Inc,Bonds - Global
47,F00001IL42,Manulife Global Inc Optr A4 (RM) Inc,Bonds - Global
48,F00001FI2U,Manulife Global Inc Optr A4 (USD) Inc,Bonds - Global
49,F000015CGZ,Manulife Global Low Volatility Eq A MYRH,Equity - Global
0,F000015CGY,Manulife Global Low Volatility Eq A USD,Equity - Global
1,F000014RKF,Manulife Global MA Dvrs Inc A MYR H (G),Blended - Flexible
2,F00001IL43,Manulife Global MA Dvrs Inc A RM (G),Blended - Flexible
3,F000014RKG,Manulife Global MA Dvrs Inc A USD (G),Blended - Flexible
4,F00001GZNE,Manulife Global Perspective A RM H Acc,Equity - Global
5,F00001GZNF,Manulife Global Perspective A SGD H Acc,Equity - Global
6,F00001GZND,Manulife Global Perspective A USD Acc,Equity - Global
7,F00000H6DM,Manulife Global Resources,Equity - Sector Focus
8,F000016EDZ,Manulife Global Thematic A RM H,Equity - Global
9,F000016EE0,Manulife Global Thematic A USD,Equity - Global
10,F00000H6DJ,Manulife India Equity RM,Equity - Country Focus
11,F000011VKD,Manulife India Equity RM-Hedged,Equity - Country Focus
12,F000000AKM,Manulife Investment AL-Faid,Equity - Malaysia Mid/Small-cap (Shariah)
13,F000000AKL,Manulife Investment AL-Fauzan,Equity - Malaysia Income
14,F000000EUV,Manulife Investment Al-Ma'mun A,Money Market - Malaysia (Shariah)
15,F00001D6LD,Manulife Investment Al-Ma'mun I,Money Market - Malaysia (Shariah)
16,F000000AKN,Manulife Investment AL-Umran,Blended - Balanced (Shariah)
17,F000000AKO,Manulife Investment AS-Saad,Bonds - Malaysia (Shariah)
18,F000000AKX,Manulife Investment AsiaPac ex Jpn RM,Equity - Asia Pacific ex-Japan
19,F000000H0P,Manulife Investment Asia-Pacific REIT,Property - Indirect Asia
20,F000000AKP,Manulife Investment Balanced,Blended - Balanced
21,F000000AKQ,Manulife Investment Bond,Bonds - Malaysia
22,F000000EUW,Manulife Investment CM Flexi,Blended - Flexible
23,F000001V81,Manulife Investment-CM Shariah Flexi,Blended - Flexible
24,F000000AKR,Manulife Investment Dividend,Equity - Malaysia Income
25,F0000029BI,Manulife Investment Greater China,Equity - Greater China
26,F000000AKV,Manulife Investment Growth,Equity - Malaysia Mid/Small-cap
27,F000000JZJ,Manulife Investment-HW Flexi,Blended - Flexible
28,F00000OXKT,Manulife Investment-HW Shariah Flexi,Blended - Flexible
29,F000000AKS,Manulife Investment-ML Flexi,Blended - Flexible
30,F00000WBRY,Manulife Investment-ML Shariah Flexi,Blended - Flexible
31,F000000AKW,Manulife Investment Money Market A,Money Market - Malaysia
32,F00001D6LC,Manulife Investment Money Market I,Money Market - Malaysia
33,F000000AKY,Manulife Investment Progress,Equity - Malaysia Mid/Small-cap
34,F000000AKT,Manulife Investment Regular Savings,Equity - Malaysia Large-cap
35,F000000RVF,Manulife Investment Shrh APAC ex Jpn Fd,Equity - Asia Pacific ex-Japan (Shariah)
36,F00000MGAS,Manulife Investment Shariah Progress,Equity - Malaysia Mid/Small-cap (Shariah)
37,F000010DEX,Manulife Investment Shariah Progress +,Equity - Malaysia Mid/Small-cap (Shariah)
38,F000005H6W,Manulife Investment US Equity,Equity - Country Focus
39,F000011VKE,Manulife Investment US Equity RM-Hedged,Equity - Country Focus
40,F000011VKF,Manulife Investment US Equity USD,Equity - Country Focus
41,F000015QVG,Manulife Preferred Securities Inc A RM H,Bonds - Other
42,F000015QVF,Manulife Preferred Securities Inc A USD,Bonds - Other
43,F0000108QY,Manulife SGD Income CNH Hdg,Bonds - Other
44,F0000108QZ,Manulife SGD Income EUR Hdg,Bonds - Other
45,F0000108R0,Manulife SGD Income GBP Hdg,Bonds - Other
46,F0000108R1,Manulife SGD Income MYR,Bonds - Other
47,F0000108R2,Manulife SGD Income MYR Hdg,Bonds - Other
48,F0000108R3,Manulife SGD Income SGD,Bonds - Other
49,F00001CEZK,Manulife Shariah China Equity A MYR,Equity - Greater China
0,F00001CEZL,Manulife Shariah China Equity A USD,Equity - Greater China
1,F00000QSZU,Manulife Shariah - Dana Ekuiti,Equity - Malaysia Mid/Small-cap (Shariah)
2,F000013CFU,Manulife Shariah Global REIT MYR Inc,Property - Indirect Non-Asia
3,F000013CFT,Manulife Shariah Global REIT USD Inc,Property - Indirect Non-Asia
4,F0000178E5,Manulife Shariah Income Management A,Bonds - Malaysia (Shariah)
5,F0000178E6,Manulife Shariah Income Management I,Bonds - Malaysia (Shariah)
6,F00001CV1J,Manulife Shariah India Equity A RM,Equity - Country Focus
7,F00001CV1L,Manulife Shariah India Equity A USD,Equity - Country Focus
8,F00001E9KX,Manulife Shariah Indonesia Equity A RM,Equity - Country Focus
9,F000014HA8,Manulife Wholesale Corporate Bond I,Bonds - Malaysia
10,F000014HA9,Manulife Wholesale Government Bond I,Bonds - Malaysia
11,F00001CJ7F,Maybank Asia Mixed Assets-I Fund MYR,Blended - Balanced (Shariah)
12,F00001EDAB,Maybank Asia Mixed Assets-I Fund SGDH,Blended - Balanced (Shariah)
13,F00001CJ7G,Maybank Asia Mixed Assets-I Fund USD,Blended - Balanced (Shariah)
14,F000015IKE,Maybank Asian Credit Income MYR,Bonds - Asia
15,F000015IKF,Maybank Asian Credit Income SGD Hdg,Bonds - Asia
16,F00000YO3Y,Maybank Asiapac Ex-Japan Equity-I Fund,Equity - Asia Pacific ex-Japan (Shariah)
17,F00000YO3W,Maybank Bluewaterz Total Return,Bonds - Asia
18,F000011HHI,Maybank Bluewaterz Total Return USD,Bonds - Asia
19,F00000MVDK,Maybank Corporate Money Market I A,Money Market - Malaysia (Shariah)
20,F00001CBFV,Maybank Corporate Money Market I B,Money Market - Malaysia (Shariah)
21,F00000YNK7,Maybank Enhanced Cash XII,Money Market - Malaysia
22,F00000YNK8,Maybank Enhanced Cash XIII,Money Market - Malaysia
23,F00000YO3X,Maybank Financial Institutions Inc Asia,Bonds - Asia
24,F00000YO3Z,Maybank Financial Institutions Inc,Bonds - Malaysia
25,F000014MLJ,Maybank Flexi Income AUD Hdg,Blended - Conservative
26,F000014MLG,Maybank Flexi Income MYR,Blended - Conservative
27,F000014MLH,Maybank Flexi Income MYR Hdg,Blended - Conservative
28,F000014MLI,Maybank Flexi Income SGD Hdg,Blended - Conservative
29,F000014MLF,Maybank Flexi Income USD,Blended - Conservative
30,F000015H8V,Maybank Global Mixed Assets-I AUD Hdg,Blended - Balanced (Shariah)
31,F000013TIV,Maybank Global Mixed Assets-I MYR,Blended - Balanced (Shariah)
32,F000013TIU,Maybank Global Mixed Assets-I MYR Hdg,Blended - Balanced (Shariah)
33,F00001E9LA,Maybank Global Mixed Assets-I MYRHInsDis,Blended - Balanced (Shariah)
34,F00001E9L9,Maybank Global Mixed Assets-I MYRInstDis,Blended - Balanced (Shariah)
35,F000015H8W,Maybank Global Mixed Assets-I SGD Hdg,Blended - Balanced (Shariah)
36,F000013TIW,Maybank Global Mixed Assets-I USD,Blended - Balanced (Shariah)
37,F000015RI9,Maybank Global Mixed Assets-I USDInslDis,Blended - Balanced (Shariah)
38,F00001F6S2,Maybank Global Sustnbl Eq-I Instl USD,Equity - Global
39,F000015OBS,Maybank Global Sustainable Eq-I MYR,Equity - Global
40,F000015OBT,Maybank Global Sustainable Eq-I MYR H,Equity - Global
41,F000015OBU,Maybank Global Sustainable Eq-I USD,Equity - Global
42,F000016ECN,Maybank Global Sustainable Tech MYR,Equity - Sector Focus
43,F000016ECO,Maybank Global Sustainable Tech MYR H,Equity - Sector Focus
44,F000016ECP,Maybank Global Sustainable Tech USD,Equity - Sector Focus
45,F00001F5UW,Maybank Global Wealth Conservative-IMYRH,Blended - Flexible
46,F00001DH3P,Maybank Global Wealth Growth-I MYRH Acc,Blended - Aggressive
47,F00001E04X,Maybank Global Wealth Growth-I USD Acc,Blended - Aggressive
48,F00001DH3O,Maybank Global Wealth Moderate-I MYRHAcc,Blended - Balanced (Shariah)
49,F00001DH3N,Maybank Global Wealth Moderate-I MYRHDis,Blended - Balanced (Shariah)
0,F00001E04V,Maybank Global Wealth Moderate-I USD Acc,Blended - Balanced (Shariah)
1,F00001E04W,Maybank Global Wealth Moderate-I USD Dis,Blended - Balanced (Shariah)
2,F00001F5UX,Maybank Global Wealth Conservative-IUSD,Blended - Flexible
3,F00001F9MJ,Maybank Income Flow-I Fund,Bonds - Malaysia (Shariah)
4,F000014XT4,Maybank Income Management-I,Bonds - Malaysia (Shariah)
5,F000000AL1,Maybank Malaysia Balanced,Blended - Balanced
6,F000000AL4,Maybank Malaysia Balanced I,Blended - Balanced (Shariah)
7,F000000AL6,Maybank Malaysia Dividend,Equity - Malaysia Income
8,F000000AL8,Maybank Malaysia Ethical Dividend,Equity - Malaysia Large-cap
9,F000000ALI,Maybank Malaysia Growth,Equity - Malaysia Large-cap
10,F000000AL5,Maybank Malaysia Growth I,Equity - Malaysia Large-cap (Shariah)
11,F000000ALA,Maybank Malaysia Income,Bonds - Malaysia
12,F000000AL2,Maybank Malaysia Income-I A MYR,Bonds - Malaysia (Shariah)
13,F00000WODU,Maybank Malaysia Income-I A SGD,Bonds - Malaysia (Shariah)
14,F00000WODS,Maybank Malaysia Income-I C MYR,Bonds - Malaysia (Shariah)
15,F00000WODX,Maybank Malaysia Income-I C USD,Bonds - Malaysia (Shariah)
16,F000000ALH,Maybank Malaysia Small Cap,Equity - Malaysia Mid/Small-cap
17,F00000YN7R,Maybank Malaysia Sukuk,Bonds - Malaysia (Shariah)
18,F000000ALJ,Maybank Malaysia Value A-MYR,Equity - Malaysia Large-cap
19,F00000V5VB,Maybank Malaysia Value C-MYR,Equity - Malaysia Large-cap
20,F000016ZKZ,Maybank Mixed Assets-I Waqf,Blended - Balanced (Shariah)
21,F00001CYIV,Maybank Retail Money Market-I,Money Market - Malaysia (Shariah)
22,F00000YO40,Maybank Shariah Enhanced Cash Fund,Money Market - Malaysia (Shariah)
23,F000011EQ4,Maybank Singapore REITs MYR,Property - Indirect Asia
24,F000011EQ5,Maybank Singapore REITs MYR Hdg,Property - Indirect Asia
25,F000011EQ6,Maybank Singapore REITs SGD,Property - Indirect Asia
26,F00001LE86,MIDF Amanah DL,Money Market - Malaysia (Shariah)
27,F000000AHZ,MIDF Amanah Dynamic,Equity - Malaysia Mid/Small-cap
28,F00001CG07,MIDF Amanah ESG Mustadamah,Equity - Malaysia Large-cap (Shariah)
29,F000000AHX,MIDF Amanah growth,Equity - Malaysia Mid/Small-cap
30,F000000AHH,MIDF Amanah Islamic,Equity - Malaysia Mid/Small-cap (Shariah)
31,F00001ISTQ,MIDF Amanah LR Sukuk Fund,Money Market - Malaysia (Shariah)
32,F000000AHG,MIDF Amanah Money Market,Money Market - Malaysia
33,F000011E1M,MIDF Amanah Shariah Equity,Equity - Malaysia Large-cap (Shariah)
34,F000000AHW,MIDF Amanah Shariah Money Market,Money Market - Malaysia (Shariah)
35,F000000AHY,MIDF Amanah Strategic,Equity - Malaysia Mid/Small-cap
36,F00001IRJT,MIDF TM TR Finite Fund - 1,Equity - Global
37,F000018MW9,Muamalat Invest i-Institutional Mny Mkt,Money Market - Malaysia (Shariah)
38,F00001F7SE,Muamalat Invest Islamic Equity Fund,Equity - Malaysia Large-cap (Shariah)
39,F00001E057,New China Sectors Index HKD,Equity - Greater China
40,F00001E058,New China Sectors Index RM,Equity - Greater China
41,F00001E059,New China Sectors Index RM Hdg,Equity - Greater China
42,F00000X3K8,Nikko AM Shenton Singapore Div Eq MYR,Singapore Equity
43,F000017JQM,Nomura Global Sustainable Equity MYR A,Equity - Global
44,F000017JQO,Nomura Global Sustainable Equity MYR B,Equity - Global
45,F000017JQQ,Nomura Global Sustainable Equity USD,Equity - Global
46,F000016H7X,Nomura Global Dynamic Bond MYR,Bonds - Global
47,F000016H7W,Nomura Global Dynamic Bond USD,Bonds - Global
48,F00000YCT0,Nomura Global High Conviction MYR,Equity - Global
49,F00000YCT1,Nomura Global High Conviction USD,Equity - Global
0,F00001E5MS,Nomura Global Shariah Semicondctr Eq MYR,Equity - Sector Focus
1,F00001E5MT,Nomura Global Shariah Semicondctr Eq USD,Equity - Sector Focus
2,F00001582G,Nomura Global Shariah Strategic Growth A,Blended - Balanced (Shariah)
3,F0000158HV,Nomura Global Shariah Strategic Growth B,Blended - Balanced (Shariah)
4,F00001DXLH,Nomura Global Shariah Sust Eq MYR A,Equity - Global
5,F00001DXMX,Nomura Global Shariah Sust Eq USD A,Equity - Global
6,F00000WWKN,Nomura i-Cash,Money Market - Malaysia (Shariah)
7,F000019CSN,Nomura i-Income Fund 2 H USD Hdg,Bonds - Malaysia (Shariah)
8,F000019CSM,Nomura i-Income Fund 2 I,Bonds - Malaysia (Shariah)
9,F000019CSL,Nomura i-Income Fund 2 R,Bonds - Malaysia (Shariah)
10,F000019CSK,Nomura i-Income Fund 2 S,Bonds - Malaysia (Shariah)
11,F00000WWKO,Nomura i-Income I MYR,Bonds - Malaysia (Shariah)
12,F00001EFYI,Nomura i-Income R MYR,Bonds - Malaysia (Shariah)
13,F00001432B,Nomura Ringgit Bond 1,Bonds - Malaysia
14,F000015LJF,Nomura Ringgit Bond 2,Bonds - Malaysia
15,F00000JXOR,Opus Cash Extra,Money Market - Malaysia
16,F00001HHK2,Opus Cash Extra 2,Money Market - Malaysia
17,F00000JXOQ,Opus Dynamic Income,Bonds - Malaysia
18,F00000JXOP,Opus Fixed Income,Bonds - Malaysia
19,F000013BMF,Opus Income Plus,Bonds - Malaysia
20,F000013BMC,Opus Institutional Income,Bonds - Malaysia
21,F000013BMG,Opus Money Plus,Money Market - Malaysia
22,F00000JXOS,Opus Shariah Cash Extra,Money Market - Malaysia (Shariah)
23,F000013BMB,Opus Shariah Dynamic Income,Bonds - Malaysia (Shariah)
24,F000013BMA,Opus Shariah Income,Bonds - Malaysia (Shariah)
25,F000014PDA,Opus Shariah Income Plus,Bonds - Malaysia (Shariah)
26,F0000158H6,Opus Shariah Short Term Low Risk Asset,Bonds - Malaysia (Shariah)
27,F00001D0ON,Opus SRI Sukuk A,Bonds - Malaysia (Shariah)
28,F00001D0OM,Opus SRI Sukuk B,Bonds - Malaysia (Shariah)
29,F00001GLW7,Opus USD Fixed Income MYR,Bonds - Other
30,F000013BME,Opus USD Fixed Income USD,Bonds - Other
31,F000015IJK,OUD Ethical Enrich,Equity - Malaysia Large-cap
32,F000015IJL,OUD Montreux Healthcare,Equity - Sector Focus
33,F000001XKA,Pan European Property Equities,Property - Indirect Non-Asia
34,F00000T2LM,PB Aiman Sukuk,Bonds - Malaysia (Shariah)
35,F000000NVC,PB ASEAN Dividend,Equity - ASEAN
36,F00000Y8EX,PB ASEAN Dividend Sequel,Equity - ASEAN
37,F0000110DK,PB Asia-30 Equity,Equity - Asia Pacific
38,F000011VNJ,PB Asia Consumer Sector,Equity - Sector Focus
39,F00000NBYX,PB Asia Emerging Growth,Equity - Asia Pacific ex-Japan
40,F000000AMJ,PB Asia Equity,Equity - Asia Pacific
41,F00000ZORK,PB Asia Pacific Dividend,Equity - Asia Pacific ex-Japan
42,F00000MC51,PB Asia Pacific Enterprises,Equity - Asia Pacific ex-Japan
43,F000001A3J,PB Asia Real Estate Income,Property - Indirect Asia
44,F000003WCT,PB Australia Dynamic Balanced Fund,Blended - Other
45,F000000AMK,PB Balanced,Blended - Balanced
46,F00000T2LL,PB Balanced Sequel,Blended - Balanced
47,F00000NBYY,PB Bond,Bonds - Malaysia
48,F00001D9GW,PB Cash Management B,Money Market - Malaysia
49,F000000AML,PB Cash Management,Money Market - Malaysia
0,F000000PXI,PB Cash Plus,Money Market - Malaysia
1,F000001VEZ,PB China ASEAN Equity,Equity - Asia Pacific ex-Japan
2,F00000IRXR,PB China Australia Equity Fund,Equity - Country Focus
3,F000001A3I,PB China Pacific Equity,Equity - Greater China
4,F00000Y8EY,PB Dividend Builder Equity,Equity - Malaysia Large-cap
5,F00000OSAC,PB Dynamic Allocation,Blended - Flexible
6,F000001A3H,PB Euro Pacific Equity,Equity - Asia Pacific ex-Japan
7,F000000AMM,PB Fixed Income,Bonds - Malaysia
8,F00000Y8EZ,PB Global Equity,Equity - Global
9,F0000143LN,PB Global Opportunities,Equity - Global
10,F000013MFU,PB Global Technology & Healthcare,Equity - Sector Focus
11,F000014XCB,PB Greater China A-Shares,Equity - Greater China
12,F000000AMN,PB Growth,Equity - Malaysia Large-cap
13,F00000NQHT,PB Growth Sequel,Equity - Malaysia Large-cap
14,F00000LIP8,PB Indonesia Balanced,Blended - Other
15,F00000J3N7,PB Infrastructure Bond Fund,Bonds - Other
16,F000000AMO,PB Islamic Asia Equity,Equity - Asia Pacific ex-Japan (Shariah)
17,F000001A3G,PB Islamic Asia Strategic Sector,Equity - Asia Pacific ex-Japan (Shariah)
18,F000000AMP,PB Islamic Bond,Bonds - Malaysia (Shariah)
19,F00001D9GV,PB Islamic Cash Management B,Money Market - Malaysia (Shariah)
20,F000001VF0,PB Islamic Cash Management,Money Market - Malaysia (Shariah)
21,F000011D8I,PB Islamic Dynamic Allocation,Blended - Flexible
22,F000000AMQ,PB Islamic Equity,Equity - Malaysia Large-cap (Shariah)
23,F00000Z9YW,PB Islamic SmallCap,Equity - Malaysia Mid/Small-cap (Shariah)
24,F00000T2LK,PB Mixed Asset Conservative,Blended - Conservative
25,F00000Y8F0,PB Mixed Asset Growth,Blended - Balanced
26,F00000J3N6,PB Singapore Advantage-30 Equity Fund,Equity - Country Focus
27,F00000Y8F1,PB SmallCap Growth,Equity - Malaysia Mid/Small-cap
28,F00000NBYZ,PB Sukuk,Bonds - Malaysia (Shariah)
29,F00001GPMO,PB Sustainable Growth,Blended - Aggressive
30,F000016ATK,PB U.S. Eagle,Equity - Country Focus
31,F000015R8X,PB Vietnam Global 40,Equity - Country Focus
32,F00001D3UK,Pheim ASEAN Islamic MYR,Equity - ASEAN
33,F000000AMR,Pheim Asia Ex-Japan,Equity - Asia Pacific ex-Japan
34,F000000AMS,Pheim Asia Ex-Japan Islamic,Equity - Asia Pacific ex-Japan (Shariah)
35,F000000AMT,Pheim Emerging Co Balanced,Blended - Balanced
36,F00001D3UL,Pheim Global ESG Islamic MYR,Equity - Global
37,F00001D3UJ,Pheim Greater China Islamic MYR,Equity - Greater China
38,F000000AMU,Pheim Income,Blended - Conservative
39,F000000EV0,Phillip AsiaPac Income,Blended - Balanced
40,F000000AM7,Phillip Dana Aman,Equity - Malaysia Large-cap (Shariah)
41,F000000JPN,Phillip Dana Dividen Inc,Equity - Global
42,F000000AM8,Phillip Dana Murni,Bonds - Malaysia (Shariah)
43,F000000AM9,Phillip Dividend,Equity - Malaysia Income
44,F000002X80,Phillip Focus China,Equity - Greater China
45,F000013JVB,Phillip Global Disruptive Innovt MYR Hdg,Equity - Global
46,F000000AMG,Phillip Global Stars,Equity - Global
47,F000011E99,Phillip Islamic Money Market 2,Money Market - Malaysia (Shariah)
48,F000000AMV,Phillip Master Equity Growth,Equity - Malaysia Mid/Small-cap
49,F000011E9A,Phillip Master Islamic Cash,Money Market - Malaysia (Shariah)
0,F000000AMX,Phillip Master Money Market,Money Market - Malaysia
1,F000000AMD,Phillip Pearl,Equity - Malaysia Mid/Small-cap
2,F000000AMF,Phillip Recovery,Equity - Malaysia Large-cap
3,F000000AMH,Phillip Select Balance,Blended - Balanced
4,F000017H46,Phillip Value Growth,Blended - Aggressive
5,F000016ZX4,Phillip Wholesale Income,Bonds - Malaysia
6,F000016ZX5,Phillip Wholesale Islamic Income,Bonds - Malaysia (Shariah)
7,F000016SZS,PMB-An-Nur Waqf Income A,Blended - Flexible
8,F000016SZT,PMB-An-Nur Waqf Income B,Blended - Flexible
9,F000000AH3,PMB Dana Al-Aiman,Equity - Malaysia Large-cap (Shariah)
10,F000000AH4,PMB Dana Bestari,Equity - Malaysia Mid/Small-cap (Shariah)
11,F000000AH5,PMB Dana Mutiara,Equity - Malaysia Large-cap (Shariah)
12,F000000AH9,PMB Shariah Aggressive,Equity - Malaysia Mid/Small-cap (Shariah)
13,F000011DHJ,PMB Shariah ASEAN Stars Equity MYR Acc,Equity - ASEAN
14,F000011DHK,PMB Shariah ASEAN Stars Equity USD Acc,Equity - ASEAN
15,F000000AHA,PMB Shariah Cash Management,Money Market - Malaysia (Shariah)
16,F0000024VM,PMB Shariah Dividend,Equity - Malaysia Large-cap (Shariah)
17,F000000AH1,PMB Shariah Equity Fund,Equity - Malaysia Income
18,F00001CUH7,PMB Shariah Global Equity Fund,Equity - Global
19,F00001DZSS,PMB Shariah Greater China Equity,Equity - Greater China
20,F000000AHB,PMB Shariah Growth,Equity - Malaysia Mid/Small-cap (Shariah)
21,F000000AH7,PMB Shariah Index,Equity - Malaysia Large-cap (Shariah)
22,F000000AH8,PMB Shariah Premier,Equity - Malaysia Large-cap (Shariah)
23,F00000Y6II,PMB Shariah Small-Cap MYR,Equity - Malaysia Mid/Small-cap (Shariah)
24,F000000AHD,PMB Shariah Tactical,Equity - Malaysia Large-cap (Shariah)
25,F000000AH6,PMB Shariah ESG Global Equity Fd,Equity - Global
26,F000000AH2,PMB Sukuk,Blended - Balanced (Shariah)
27,F000001XK7,Precious Metals Securities,Equity - Sector Focus
28,F00000VEPH,Principal ASEAN Dynamic MYR,Equity - ASEAN
29,F00000XRL1,Principal ASEAN Dynamic SGD,Equity - ASEAN
30,F00000VEPJ,Principal ASEAN Dynamic USD,Equity - ASEAN
31,F000013EBP,Principal Asia Dynamic Bond,Bonds - Asia
32,F00000XBJ5,Principal APAC Dyn Gr AUD,Equity - Asia Pacific ex-Japan
33,F00000XBJ3,Principal APAC Dyn Gr MYR,Equity - Asia Pacific ex-Japan
34,F00000XBJ4,Principal APAC Dyn Gr SGD,Equity - Asia Pacific ex-Japan
35,F00000XBJ2,Principal APAC Dyn Gr USD,Equity - Asia Pacific ex-Japan
36,F00001GJA0,Principal Asia Pacific Dynamic Inc AUD,Equity - Asia Pacific ex-Japan
37,F00001FW1C,Principal Asia Pacific Dynamic Inc D MYR,Equity - Asia Pacific ex-Japan
38,F00000MC43,Principal Asia Pacific Dynamic Inc MYR,Equity - Asia Pacific ex-Japan
39,F00000XRKZ,Principal Asia Pacific Dynamic Inc SGD,Equity - Asia Pacific ex-Japan
40,F00000XRL0,Principal Asia Pacific Dynamic Inc USD,Equity - Asia Pacific ex-Japan
41,F00001FKEV,Principal APAC Dyn Mxd Ast AUD,Blended - Flexible
42,F00001FKEW,Principal APAC Dyn Mxd Ast D,Blended - Flexible
43,F00000YJGC,Principal APAC Dyn Mxd Ast MYR,Blended - Flexible
44,F00000YJGB,Principal APAC Dyn Mxd Ast USD,Blended - Flexible
45,F00001DYWR,Principal Asia Pacific Renewables AUDH,Equity - Asia Pacific ex-Japan
46,F00001DYWS,Principal Asia Pacific Renewables MYRH,Equity - Asia Pacific ex-Japan
47,F00001DYWP,Principal Asia Pacific Renewables SGDH,Equity - Asia Pacific ex-Japan
48,F00001DYWQ,Principal Asia Pacific Renewables USD,Equity - Asia Pacific ex-Japan
49,F000000AOU,Principal Asia Titans,Equity - Asia Pacific ex-Japan
0,F00001J8KZ,Principal Asia Titans D,Equity - Asia Pacific ex-Japan
1,F00001CNNK,Principal Biotechnology Discovery AUDH,Equity - Sector Focus
2,F00001CNNJ,Principal Biotechnology Discovery MYRH,Equity - Sector Focus
3,F00001CNNL,Principal Biotechnology Discovery SGDH,Equity - Sector Focus
4,F00001CNNM,Principal Biotechnology Discovery USD,Equity - Sector Focus
5,F000011DFA,Principal China Direct Opps MYR,Equity - Greater China
6,F0000118PF,Principal China Direct Opps SGD,Equity - Greater China
7,F000011AE9,Principal China Direct Opps USD,Equity - Greater China
8,F000005PLN,Principal China-India-Indonesia Opports,Equity - Country Focus
9,F0000110DJ,Principal China Multi Asset Income AUDH,Blended - Flexible
10,F00000Z6JA,Principal China Multi Asset Income MYR,Blended - Flexible
11,F00000Z6J8,Principal China Multi Asset Income MYRH,Blended - Flexible
12,F0000110DI,Principal China Multi Asset Income RMBH,Blended - Flexible
13,F000010QM7,Principal China Multi Asset Income SGDH,Blended - Flexible
14,F00000Z6J9,Principal China Multi Asset Income USD,Blended - Flexible
15,F00001EBSO,Principal Commodity AUD-Hedged,Other - Miscellaneous
16,F00001EBSP,Principal Commodity MYR-Hedged,Other - Miscellaneous
17,F00001EBSQ,Principal Commodity SGD-Hedged,Other - Miscellaneous
18,F00001EBSN,Principal Commodity USD,Other - Miscellaneous
19,F00000ZP2X,Principal Conservative Bond A,Bonds - Malaysia
20,F00000ZP2Y,Principal Conservative Bond C,Bonds - Malaysia
21,F00001D393,Principal Corporate Deposit 1,Money Market - Malaysia
22,F000000AP5,Principal DALI Asia Pacific Equity Gr,Equity - Asia Pacific ex-Japan (Shariah)
23,F000000AP4,Principal DALI Equity,Equity - Malaysia Large-cap (Shariah)
24,F000000AP3,Principal DALI Equity Growth,Equity - Malaysia Large-cap (Shariah)
25,F00000ZP2T,Principal DALI Global Equity,Equity - Global
26,F00001G00D,Principal DALI Global Equity D,Equity - Global
27,F0000022FM,Principal DALI Opportunities MYR,Equity - Malaysia Large-cap (Shariah)
28,F00000XRLX,Principal DALI Opportunities SGD,Equity - Malaysia Large-cap (Shariah)
29,F00000ZP2U,Principal Deposit 2 AI,Money Market - Malaysia
30,F00000ZP2V,Principal Deposit 2 BI,Money Market - Malaysia
31,F00000ZP2W,Principal Deposit 2 CI,Money Market - Malaysia
32,F000017H47,Principal Deposit Fund 2AI,Money Market - Malaysia
33,F000017H48,Principal Deposit Fund 2BI,Money Market - Malaysia
34,F000017H49,Principal Deposit Fund 2BR,Money Market - Malaysia
35,F000017H4A,Principal Deposit Fund 2CI,Money Market - Malaysia
36,F000017H4B,Principal Deposit Fund 2DI,Money Market - Malaysia
37,F000017H4C,Principal Deposit Fund 2EI,Money Market - Malaysia
38,F000017H4D,Principal Deposit Fund 2FI,Money Market - Malaysia
39,F00001CICY,Principal Deposit AR,Money Market - Malaysia
40,F000000APG,Principal Deposit AI,Money Market - Malaysia
41,F000000AIH,Principal Dynamic Enhanced Malaysia Inc,Blended - Balanced
42,F000010BG9,Principal Dynamic Gr SGD,Equity - Asia Pacific ex-Japan
43,F000010BG7,Principal Dynamic Gr USD,Equity - Asia Pacific ex-Japan
44,F000016PMA,Principal e-Cash A,Money Market - Malaysia
45,F000016PMB,Principal e-Cash B,Money Market - Malaysia
46,F00000ZCKL,Principal Em Mkt Mlt Asst AUDH,Blended - Balanced
